config_id,algorithm,seed,trial,real_step,chosen_action,planning_node_count,planning_novelty_term_sum,planning_epistemic_term_sum,planning_extrinsic_term_sum,planning_future_term_sum,planning_novelty_term_mean,planning_epistemic_term_mean,planning_extrinsic_term_mean,param_update_kl_step,search_depth_so_far
2af56304,SL,1,1,1,1,153,1.57425890770446,0,1390,932.837900631887,0.0102892739065651,0,9.08496732026144,NaN,NaN
2af56304,SL,1,1,2,1,1,0,0,0,10.9641959382396,0,0,0,0.0025590042380037,NaN
2af56304,SL,1,1,3,1,1,0,0,0,10.6252054236654,0,0,0,0.00114581971540053,NaN
2af56304,SL,1,1,4,3,84,0.333150410201875,0,1530.27027027027,631.554359606139,0.00396607631192708,0,18.2175032175032,0.000738706905631069,NaN
2af56304,SL,1,1,5,3,57,0.334190632318149,0,1540,568.943543898494,0.00586299354944121,0,27.0175438596491,0.00252611646831553,NaN
2af56304,SL,1,1,6,3,29,0.155182726851962,0,760.869565217392,220.626,0.00535112851213663,0,26.2368815592204,0.0025153409243814,NaN
2af56304,SL,1,1,7,3,29,20.003860012433,5.54517744447956,934.347826086956,307.814838721866,0.689788276290793,0.191213015326881,32.2188905547226,0.00250465691731368,NaN
2af56304,SL,1,1,8,1,14,13.0779673976247,1.79514347266239,445.007012622721,491.687962841519,0.934140528401766,0.128224533761599,31.7862151873372,0.0145475442526107,NaN
2af56304,SL,1,1,9,3,14,12.2344826018236,1.80345125137073,282.412991074666,368.27361303646,0.873891614415972,0.128817946526481,20.1723565053333,0.00702096906528696,NaN
2af56304,SL,1,1,10,3,14,11.4662682642582,0.640821314647211,372.71467514766,391.109802271044,0.819019161732729,0.0457729510462293,26.6224767962615,0.00725131825515356,NaN
2af56304,SL,1,1,11,1,14,62.1137449976397,0.345399990815405,329.558605806482,349.963937447461,4.43669607125998,0.0246714279153861,23.5399004147487,0.006034299540693,NaN
2af56304,SL,1,1,12,1,14,64.4600091651742,0.417414326259597,288.760720031533,328.041722447727,4.60428636894101,0.0298153090185426,20.6257657165381,0.00168130572579709,NaN
2af56304,SL,1,1,13,3,13,63.4499372272543,0.394532654648546,270.34175333932,312.516857516332,4.88076440209648,0.0303486657421959,20.79551948764,0.000767167625670371,NaN
2af56304,SL,1,1,14,4,295,1330.18182387543,3.68919859909143,14354.7926801945,4976.12662040937,4.50909092839129,0.0125057579630218,48.6603141701508,0.00466466820067764,NaN
2af56304,SL,1,1,15,3,671,3607.53071098146,17.2433368752385,27771.6662583902,15391.6893767807,5.37634979281887,0.0256979685174941,41.3884743046054,0.00464807535646318,NaN
2af56304,SL,1,1,16,3,200,1394.718838877,2.17506376272371,10256.2263892913,7659.32157549796,6.97359419438499,0.0108753188136185,51.2811319464567,0.00463207915943748,NaN
2af56304,SL,1,1,17,4,107,676.768504486124,0.581703944167784,6514.62484482224,4172.5883358345,6.32493929426284,0.005436485459512,60.8843443441331,0.00461588196585202,NaN
2af56304,SL,1,1,18,2,46,265.86425768973,0.230138649267134,3150.53500376797,1628.52802932446,5.7796577758637,0.00500301411450292,68.4898913862601,0.00459936563635073,NaN
2af56304,SL,1,1,19,2,22,71.9243830648837,0.234370623307953,1401.81222129642,555.129516244877,3.2692901393129,0.0106532101503615,63.7187373316553,0.00458260330322855,NaN
2af56304,SL,1,1,20,2,6,36.6095959541803,0.0763999849755359,282.897816097833,64.2658293280735,6.10159932569672,0.012733330829256,47.1496360163055,0.00466426680001585,NaN
2af56304,SL,1,1,21,2,6,40.9399260181911,0.0527493787527908,-20064.7744804712,-2326.20027045542,6.82332100303185,0.00879156312546514,-3344.12908007853,0.004552478837304,NaN
2af56304,SL,1,2,1,4,355,40.376505073046,15.3891489315117,4381.821443048,1916.10316934273,0.11373663400858,0.043349715300033,12.3431589945014,NaN,NaN
2af56304,SL,1,2,2,3,162,0.806070508398959,2.47967025227719,1574.10692545859,660.606750542727,0.00497574387900592,0.0153066064955382,9.71670941641107,0.00223719880940113,NaN
2af56304,SL,1,2,3,3,1,0,0,0,10.294836807552,0,0,0,0.00223697535155896,NaN
2af56304,SL,1,2,4,2,21,0.145961906580845,0.114556827581444,300.766274293772,132.138407205233,0.00695056698004024,0.00545508702768781,14.3222035377986,0.00224187012848164,NaN
2af56304,SL,1,2,5,4,25,0.149474897304696,0.204754628026486,368.0465682618,173.379636527844,0.00597899589218785,0.00819018512105945,14.721862730472,0.00100185097538011,NaN
2af56304,SL,1,2,6,2,29,0.157395396870428,0.0553185468809481,753.69268320436,220.626,0.00542742747829061,0.00190753609934304,25.9894028691159,0.0022704431376476,NaN
2af56304,SL,1,2,7,4,25,0.192517437748455,0.0900328288219312,734.499088346204,267.88049360986,0.00770069750993821,0.00360131315287725,29.3799635338482,0.00231197175608582,NaN
2af56304,SL,1,2,8,3,117,0.288044943509203,0.306091541773019,3858.88651997641,1077.02984485416,0.00246192259409576,0.00261616702370102,32.9819360681745,0.00238361060752376,NaN
2af56304,SL,1,2,9,4,401,10.8153839841569,7.55381962689435,13201.8634237713,6131.44965601263,0.0269710323794436,0.0188374554286642,32.922352677734,0.00250022826458264,NaN
2af56304,SL,1,2,10,2,17,0.184540670090626,0.158203105955613,690.302277109153,368.019139117477,0.0108553335347427,0.00930606505621252,40.6060163005384,0.00267773751078213,NaN
2af56304,SL,1,2,11,4,15,0.195372997329959,0.208633856848351,546.761183069775,432.383117157974,0.0130248664886639,0.0139089237898901,36.450745537985,0.00292373122305032,NaN
2af56304,SL,1,2,12,3,15,6.77443552453721,0.232152457902093,586.168835323128,505.726307362723,0.451629034969148,0.0154768305268062,39.0779223548752,0.00322188519693621,NaN
2af56304,SL,1,2,13,3,16,7.00843216983971,0.248699006426269,696.707046803901,497.523401024706,0.438027010614982,0.0155436879016418,43.5441904252438,0.00352468026216305,NaN
2af56304,SL,1,2,14,3,15,14.1619767791607,0.223110814735236,794.754750078267,475.28555174812,0.944131785277381,0.0148740543156824,52.9836500052178,0.00377676598391091,NaN
2af56304,SL,1,2,15,3,197,447.197755364286,2.17396337083374,9883.6365402865,7216.3184407874,2.2700393673314,0.0110353470600697,50.1707438593223,0.00395355104862843,NaN
2af56304,SL,1,2,16,3,43,182.031338740857,0.180579560783741,3008.17381997266,3549.27234433474,4.23328694746179,0.00419952466938933,69.9575306970387,0.00406555224700378,NaN
2af56304,SL,1,2,17,3,45,188.288427302352,0.166653271547467,3458.17526876676,3664.62923425596,4.18418727338559,0.00370340603438817,76.848339305928,0.00413341633770788,NaN
